,Unnamed: 0,platform,genre,title,score
1393,1393,                                        PlayStation 3,action,Stacking,83
1394,1394,                                        Xbox,action,James Bond 007: Everything or Nothing,83
1395,1395,                                        PC,action,Cave Story Plus,83
1396,1396,                                        Switch,action,Overcooked! 2: Surf 'n' Turf,83
1397,1397,                                        PlayStation Vita,action,Luftrausers,83
1398,1398,                                        PC,action,Tribes: Vengeance,83
1399,1399,                                        Wii,action,And Yet It Moves,83
1400,1400,                                        iOS,action,Sky Force 2014,83
1401,1401,                                        DS,action,Kirby Mass Attack,83
1402,1402,                                        PlayStation 3,action,Call of Duty: Black Ops II,83
1403,1403,                                        PlayStation 3,action,Guitar Hero III: Legends of Rock,83
1404,1404,                                        PlayStation 3,action,Brutal Legend,83
1405,1405,                                        iOS,action,Early Bird,83
1406,1406,                                        iOS,action,Bee Leader,83
1407,1407,                                        iOS,action,Feast or Famine,83
1408,1408,                                        iOS,action,Walking Dead: The Game - Season 2,83
1409,1409,                                        Switch,action,Sega Ages: Sonic the Hedgehog 2,83
1410,1410,                                        3DS,action,VVVVVV,83
1411,1411,                                        Switch,action,Katana ZERO,83
1412,1412,                                        PlayStation 3,action,Battlefield 3: Back to Karkand,83
1413,1413,                                        PlayStation 2,action,Def Jam: Fight for NY,83
1414,1414,                                        iOS,action,Dead Space for iPad,83
1415,1415,                                        Wii U,action,SteamWorld Dig,83
1416,1416,                                        PC,action,Broforce,83
1417,1417,                                        Xbox 360,action,Battlefield: Bad Company,83
1418,1418,                                        iOS,action,Eliminate Pro,83
1419,1419,                                        Xbox,action,Star Wars: Battlefront II (2005),83
1420,1420,                                        PlayStation 3,action,Spelunky,83
1421,1421,                                        PC,action,Pig Eat Ball,83
1422,1422,                                        Switch,action,Splasher,83
1423,1423,                                        Xbox One,action,Deep Rock Galactic,83
1424,1424,                                        iOS,action,It's Full of Sparks,83
1425,1425,                                        iOS,action,Dojo Slash,83
