platform,genre,title,score
Nintendo Switch,Role-Playing,Pokemon Let's Go Pikachu And Let's Go Eevee Review,8
Nintendo Switch,Role-Playing,Diablo 3: Eternal Collection Switch Review - Better With Age,9
Nintendo Switch,Role-Playing,Transistor Review,8
Nintendo Switch,Role-Playing,Dark Souls Remastered Switch Review: A Very Special Revisit,8
Nintendo Switch,Role-Playing,Child of Light Review,8
Nintendo Switch,Role-Playing,Final Fantasy XV: Pocket Edition HD Review - Nintendo Switch,7
Nintendo Switch,Simulation,Animal Crossing: New Horizons Review - Island Getaway,9
Nintendo Switch,Simulation,Untitled Goose Game Review - Saved By The Bell,8
Nintendo Switch,Simulation,Daemon X Machina Review - Tinker Toys,7
Nintendo Switch,Simulation,My Time At Portia Review - Crop Circles,6
Nintendo Switch,Simulation,Starlink: Battle for Atlas Review - Endless Space,7
Nintendo Switch,Simulation,FIFA 19 Nintendo Switch Review - Offside,5
Nintendo Switch,Simulation,Bridge Constructor Portal Review,4
Nintendo Switch,Simulation,FIFA 18 Nintendo Switch Review,5
Nintendo Switch,Simulation,NBA 2K18 Review,8
Nintendo Switch,Sports,What The Golf Switch Review - A Swing And A Hit,9
Nintendo Switch,Sports,Mario & Sonic At The Olympic Games Tokyo 2020 Review - Gotta Go Fast,7
Nintendo Switch,Sports,FIFA 19 Nintendo Switch Review - Offside,5
Nintendo Switch,Sports,Mario Tennis Aces Review: Aim High,7
Nintendo Switch,Sports,Rocket League Switch Review,9
Nintendo Switch,Sports,FIFA 18 Nintendo Switch Review,5
Nintendo Switch,Sports,NBA 2K18 Review,8
Nintendo Switch,Strategy,Pikmin 3 Deluxe Review,8
Nintendo Switch,Strategy,Story Of Seasons: Friends Of Mineral Town Review - When The Seasons Change,5
Nintendo Switch,Strategy,XCOM 2 Collection For Nintendo Switch Review - Close Encounters of the Bugged Kind,6
Nintendo Switch,Strategy,Overland Review - Road Trip From Hell,8
Nintendo Switch,Strategy,Fire Emblem: Three Houses Review - The Good Fight,9
Nintendo Switch,Strategy,Wargroove Review - The Doggos Of War,8
Nintendo Switch,Strategy,Cities: Skylines Review - In The Zone,8
Nintendo Switch,Strategy,Valkyria Chronicles 4 Review - Soar High,8
Nintendo Switch,Strategy,Little Dragons Cafe Review - Dragging On,6
Nintendo Switch,Strategy,Into The Breach Review: A Mechanized Masterpiece,9
Nintendo Switch,Strategy,Tiny Metal Review,7
Nintendo Switch,Strategy,Has-Been Heroes Review,5
Nintendo Switch,Third-Person,Etherborn Review,6
Nintendo Switch,Third-Person,Splatoon 2 Review,8
Nintendo Switch,Turn-Based,XCOM 2 Collection For Nintendo Switch Review - Close Encounters of the Bugged Kind,6
Nintendo Switch,Turn-Based,Overland Review - Road Trip From Hell,8
Nintendo Switch,Turn-Based,Fire Emblem: Three Houses Review - The Good Fight,9
Nintendo Switch,Turn-Based,Wargroove Review - The Doggos Of War,8
Nintendo Switch,Turn-Based,Valkyria Chronicles 4 Review - Soar High,8
Nintendo Switch,Turn-Based,Into The Breach Review: A Mechanized Masterpiece,9
Nintendo Switch,Turn-Based,Tiny Metal Review,7
Nintendo Switch,Turn-Based,Has-Been Heroes Review,5
PC,Action,Godfall Review,5
PC,Action,Doom Eternal: The Ancient Gods Part 1 Review,7
PC,Action,Watch Dogs: Legion Review,8
PC,Action,Disc Room Review – Getting Buzzed,8
PC,Action,Noita Review,7
PC,Action,Amnesia: Rebirth Review,8
PC,Action,Genshin Impact Review – Direct Hit,7
PC,Action,Serious Sam 4 Review – The Fourth Encounter,7
PC,Action,Mafia: Definitive Edition Review – An Offer You Could Probably Refuse,6
PC,Action,"Hades Review – The Long, Hard Road Out of Hell",9
PC,Action,Marvel's Avengers Review – Infinity War,7
PC,Action,Control AWE DLC Review – Haunted Oldest House,6
PC,Action,No Straight Roads Review – Bangers And Smash,7
PC,Action,Battletoads Review – Middle-Aged Cartoon Alien Toads,6
PC,Action,Spiritfarer Review – Purrrgatory,9
PC,Action,Mortal Shell Review – Stone Souls,8
PC,Action,Dead By Daylight Review (2020) – Toying With Terror,9
PC,Action,Hyper Scape Review – 'Scape From The City,6
PC,Action,Risk Of Rain 2 Review,8
PC,Action,Skully Review,5
PC,Action,Fight Crab Review - Battle Of The Bisque,6
PC,Action,Grounded Early Access Review - Little Acorns,6
PC,Action,Carrion Review,7
PC,Action,Rock Of Ages 3: Make & Break Review - Let's Roll,7
PC,Action,Rocket Arena Review,6
PC,Action,Necrobarista Review,7
PC,Action,Beyond A Steel Sky Review - Foster The Future,5
PC,Action,West Of Dead Review - Rogue-lite Cowboy,5
PC,Action,Valorant Review - A Valiant Effort,7
PC,Action,Disintegration Review - First-Person Strategy,7
PC,Action,Sea Of Thieves Review (2020) - A Voyage Finally Worth Taking,8
PC,Action,Crucible Review,5
PC,Action,Resolutiion Review - Do The Right Thing,6
PC,Action,Rainbow Six Siege Review (2020) - Breaches And Cream,10
PC,Action,Half-Life: Alyx Review - Catch These Hands,9
PC,Action,Call Of Duty Warzone Review,7
PC,Action,Doom Eternal Review - Intelligent Inferno,8
PC,Action,Mindseize Review - Familiar Territory,6
PC,Action,Wolcen: Lords Of Mayhem Review,4
PC,Action,The Pedestrian Review - Walk Before You Run,7
PC,Action,Lenna's Inception Review - Press Start,7
PC,Action,Journey To The Savage Planet Review - A Pulpy Sci-Fi Romp,7
PC,Action,Frostpunk: The Last Autumn Review - Calm Before The Storm,8
PC,Action,Darksiders: Genesis Review - Lucy And The Horsemen,7
PC,Action,Shovel Knight: King Of Cards Review - Royal Refinement,8
PC,Action,Life Is Strange 2: Episode 5 Review - Beyond Good Or Evil,8
PC,Action,Manifold Garden Review - Stairways To Puzzle Heaven,9
PC,Action,Call Of Duty: Modern Warfare Review - Stay Frosty (Again),7
PC,Action,Indivisible Review - Moving Mountains,7
PC,Action,Ghost Recon Breakpoint Review - Faulty Reconaissance,4
PC,Action,Destiny 2 Shadowkeep Review - Moon's Haunted,8
PC,Action,Code Vein Review - There Will Be Blood,6
PC,Action,The Surge 2 Review - Out On A Limb,8
PC,Action,Blasphemous Review - Darker Souls,7
PC,Action,Children of Morta Review,8
PC,Action,Greedfall Review - Lost In Another World,5
PC,Action,"Borderlands 3 Review - Six Sirens, One God-Queen",8
PC,Action,Blair Witch (Game) Review - Prying Eyes,5
PC,Action,Creature In The Well Review - Well-Placed Shot,8
PC,Action,Gears 5 Review,7
PC,Action,Knights And Bikes Review - Double Trouble,8
PC,Action,Life Is Strange 2: Episode 4 Review - Gotta Have Faith,7
PC,Action,Ancestors: The Humankind Odyssey Review - Devolution Of The Species,4
PC,Action,Remnant: From the Ashes Review - In My Sights,7
PC,Action,Rebel Galaxy Outlaw Review - Space Truckers,8
PC,Action,Wolfenstein: Youngblood Review - Family Matters,8
PC,Action,Warframe Review (2019) - Space Oddity,8
PC,Action,Bloodstained: Ritual Of The Night Review - Not Dead Yet,8
PC,Action,My Friend Pedro Review - Vote For Pedro,7
PC,Action,Outer Wilds Review - Extraterrestrial Investigation,9
PC,Action,Pathologic 2 Review - The Big Sick,5
PC,Action,Dauntless Review - Whole New World,7
PC,Action,Void Bastards Review - Genres Collide,8
PC,Action,A Plague Tale: Innocence Review - Of Rats And Children,8
PC,Action,Rage 2 Review - Wasted Land,6
PC,Action,Life Is Strange 2: Episode 3 Review - Choosing Sides,8
PC,Action,World War Z Review - Zombie Zeitgeist,6
PC,Action,Mortal Kombat 11 Review - The Right Fight,9
PC,Action,Katana Zero Review - Slow-Motion For Me,8
PC,Action,Hellblade: Senua's Sacrifice Review - The Power Of Empathy,8
PC,Action,The World Next Door Review - Anime Angst,6
PC,Action,"Operencia: The Stolen Sun Review - A Journey Far, Far Away",8
PC,Action,Baba is You Review - Game-Changer,7
PC,Action,The Division 2 Review - National Treasure,9
PC,Action,Devotion Review - House Of Horrors,9
PC,Action,Ape Out Review - Guerrilla Gorilla,7
PC,Action,Anthem Review - Two Halves,6
PC,Action,Far Cry: New Dawn Review - Duct Tape Apocalypse,6
PC,Action,Jump Force Review - Shonen Through And Through,7
PC,Action,Metro Exodus Review - Brand New Days,8
PC,Action,God Eater 3 Review - Aragami Hunter,6
PC,Action,Apex Legends Review -- A New Battle Royale Titan,9
PC,Action,Astroneer Review - New Frontiers,6
PC,Action,Sunless Skies Review - British Steam Power,8
PC,Action,Downwell Review - Polished Boots,8
PC,Action,The Hong Kong Massacre Review - I Know Gun-Fu,7
PC,Action,Resident Evil 2 Review - RE-vived Nightmares,9
PC,Action,Life Is Strange 2: Episode 2 Review - With Great Power,8
PC,Action,Pikuniku Review - Delicious Morsel,8
PC,Action,Below Review - Deep Down,6
PC,Action,Gris Review - Seeing In Color,9
PC,Action,Monster Boy And The Cursed Kingdom Review - Fit For A King,8
PC,Action,Ashen Review - Relationship Souls,9
PC,Action,Just Cause 4 Review - Mildly Wild Ride,6
PC,Action,Nidhogg 2 Review - En Garde,7
PC,Action,Hitman 2 Review - A Boy And His Briefcase,8
PC,Action,Battlefield 5 Review - Breaking Through The Front Lines,8
PC,Action,Overkill's The Walking Dead Review - DOA,3
PC,Action,Sinner: Sacrifice for Redemption Review - Trials and Tribulations,6
PC,Action,Transistor Review,8
PC,Action,SoulCalibur 6 Review - The New Legend,8
PC,Action,Chasm Review: The Battle Below,8
PC,Action,The Missing Review - Lost And Found,8
PC,Action,My Memory of Us Review - War Has Changed,5
PC,Action,"World of Warcraft: Battle For Azeroth - Come One, Come All",7
PC,Action,Assassin's Creed Odyssey Review - Glory Of Sparta,8
PC,Action,Destiny 2: Forsaken Review - A Grindhouse,8
PC,Action,Life Is Strange 2: Episode 1 Review - What Doesn't Kill Us,9
PC,Action,Shadow Of The Tomb Raider Review - Guerilla Girl,6
PC,Action,The Messenger Review: Shuriken Sharp,8
PC,Action,Donut County Review: Pit Falls,6
PC,Action,Death's Gambit Review - A Maddening Mission,6
PC,Action,The King's Bird Review: A Rocky Flight,5
PC,Action,Flipping Death Review: Scythe Life,7
PC,Action,We Happy Few Review,4
PC,Action,Monster Hunter World Review - Deadliest Catch,8
PC,Action,Dead Cells Review: Rise From Your Grave,9
PC,Action,No Man's Sky Next Review: You Are Not Alone,8
PC,Action,Mothergunship Review: Bullet-Hell Extravaganza,8
PC,Action,Sonic Mania Plus Review - Encore! Encore!,9
PC,Action,Nier: Automata Review,9
PC,Action,The Awesome Adventures Of Captain Spirit - Mind Over Matter,8
PC,Action,Unravel 2 Review: Partners In Twine,8
PC,Action,Moonlighter Review: Open For Business,7
PC,Action,Golem Review: Hidden In Plain Sight,5
PC,Action,Vampyr Review: The City That Never Sleeps,7
PC,Action,The Forest Review: Are You Afraid Of The Dark?,8
PC,Action,Agony Review: A Captivating Disappointment,3
PC,Action,Conan Exiles Review: Dull And Dense,3
PC,Action,Runner 3 Review: A Bit Of A Trip,7
PC,Action,State Of Decay 2 Review: The Limping Dead,5
PC,Action,FAR: Lone Sails Review: Come Sail Away,8
PC,Action,City of Brass Review - Hidden Treasure,7
PC,Action,"Frostpunk Review: Damned If You Do, Damned If You Don't",9
PC,Action,The Swords Of Ditto Review: One Good Turn Deserves Another,7
PC,Action,Life Is Strange: Before The Storm Review - Keep the Good Times Rolling,8
PC,Action,Extinction Review - A Giant Mess,4
PC,Action,Fortnite: Battle Royale Review - Laying The Foundation,8
PC,Action,H1Z1 Review: Still On The Ground Floor,6
PC,Action,Pac-Man: Championship Edition 2 Review,8
PC,Action,Kingdom Come: Deliverance Review: The Past Comes At You Fast,8
PC,Action,Rust Review: Life Is Fleeting,3
PC,Action,Owlboy Review: A Heartfelt Tale,9
PC,Action,Crossing Souls Review: Stuck In The Past,6
PC,Action,Dandara Review: Off The Wall,7
PC,Action,OK K.O.! Let's Play Heroes Review: Pulling Punches,6
PC,Action,Street Fighter 5: Arcade Edition Review,9
PC,Action,PlayerUnknown's Battlegrounds Review,8
PC,Action,Rive Review,8
PC,Action,Star Wars Battlefront II Review,6
PC,Action,Sonic Forces Review,5
PC,Action,Super Lucky's Tale Review,6
PC,Action,Wolfenstein 2: The New Colossus Review,9
PC,Action,Assassin's Creed Origins Review,7
PC,Action,Arktika.1 Review,7
PC,Action,Destiny 2 Review,8
PC,Action,WWE 2K18 Review,5
PC,Action,The Evil Within 2 Review,8
PC,Action,The Flame in the Flood Review,8
PC,Action,A Hat In Time Review,7
PC,Action,Cuphead Review - Rise To The Challenge,8
PC,Action,Figment Review,7
PC,Action,Ruiner Review,8
PC,Action,SteamWorld Dig 2 Review,9
PC,Action,Echo Review,8
PC,Action,Dishonored: Death Of The Outsider Review,8
PC,Action,ARK: Survival Evolved Review,6
PC,Action,Life Is Strange: Before The Storm - Episode 1 - Awake Review,8
PC,Action,Absolver Review,8
PC,Action,Distrust Review,7
PC,Action,Yakuza Kiwami Review - Back In Action,8
PC,Action,The Long Dark Review,6
PC,Action,Lawbreakers PC Review,8
PC,Action,Redeemer Review,6
PC,Action,Sundered Review,8
PC,Action,Diablo 3: Rise Of The Necromancer Review,7
PC,Action,Reservoir Dogs: Bloody Days Review,4
PC,Action,Tekken 7 Review,8
PC,Action,Friday The 13th: The Game Review,4
PC,Action,Tokyo 42 Review,7
PC,Action,Mages of Mystralia Review,6
PC,Action,The Surge Review,7
PC,Action,Strafe Review,8
PC,Action,Super Rude Bear Resurrection Review,9
PC,Action,Pinstripe Review,5
PC,Action,Little Nightmares Review,8
PC,Action,Dragon Quest Heroes II Review,8
PC,Action,Outlast 2 Review,7
PC,Action,Mr. Shifty Review,8
PC,Action,Rain World Review,5
PC,Action,Snake Pass Review,7
PC,Action,Dark Souls 3: The Ringed City Review,8
PC,Action,Styx: Shards Of Darkness Review,6
PC,Action,Ghost Recon: Wildlands Review,7
PC,Action,Loot Rascals Review,5
PC,Action,Berserk And The Band Of The Hawk Review,5
PC,Action,For Honor Review,8
PC,Action,Diluvion Review,5
PC,Action,Sniper Elite 4 Review,8
PC,Action,Double Dragon 4 Review,5
PC,Action,Resident Evil 7: Biohazard Review,8
PC,Action,Space Hulk: Deathwing Review,4
PC,Action,Call of Duty: Infinite Warfare Review,8
PC,Action,Dark Souls 3: Ashes of Ariandel Review,7
PC,Action,Butcher Review,8
PC,Action,Battlefield 1 Review,9
PC,Action,Shadow Warrior 2 Review,8
PC,Action,Mafia 3 Review,6
PC,Action,Duke Nukem 3D: 20th Anniversary World Tour Review,5
PC,Action,Atlas Reactor Review,8
PC,Action,World of Warcraft: Legion Review,9
PC,Action,The Final Station Review,7
PC,Action,Jotun Review,8
PC,Action,Mother Russia Bleeds Review,7
PC,Action,Valley Review,7
PC,Action,Deus Ex: Mankind Divided Review,8
PC,Action,Necropolis Review,6
PC,Action,Brigador Review,7
PC,Action,Dead by Daylight Review,6
PC,Action,The Solus Project Review,5
PC,Action,The Way Review,6
PC,Action,Excubitor Review,8
PC,Action,Edge of Nowhere Review,8
PC,Action,The Witcher 3: Wild Hunt - Blood and Wine Review,8
PC,Action,Overwatch Review,9
PC,Action,Homefront: The Revolution Review,5
PC,Action,Doom Review,8
PC,Action,Soft Body Review,8
PC,Action,Galak-Z: The Void Review,6
PC,Action,Battleborn Review,7
PC,Action,Chronos Review,8
PC,Action,The Aquatic Adventure of the Last Human Review,8
PC,Action,Grim Dawn Review,8
PC,Action,Hyper Light Drifter Review,9
PC,Action,Slain Review,5
PC,Action,Into the Stars Review,6
PC,Action,Lucky's Tale Review,5
PC,Action,Adr1ft Review,5
PC,Action,Moon Hunters Review,5
PC,Action,Tom Clancy's The Division Review,8
PC,Action,Dariusburst: Chronicle Saviours Review,8
PC,Action,Devil Daggers Review,8
PC,Action,Far Cry Primal Review,8
PC,Action,Gears of War: Ultimate Edition Review,6
PC,Action,Fortified Review,6
PC,Action,Superhot Review,8
PC,Action,Street Fighter 5 Review,7
PC,Action,The Mean Greens - Plastic Warfare Review,4
PC,Action,Bombshell Review,2
PC,Action,Rainbow Six Siege Review (2015),8
PC,Action,Just Cause 3 Review,8
PC,Action,Star Wars Battlefront Review,7
PC,Action,Warhammer: End Times -- Vermintide Review,7
PC,Action,The Park Review,7
PC,Action,Mushroom 11 Review,6
PC,Action,"Life is Strange, Episode Five Review",6
PC,Action,The Witcher 3: Wild Hunt - Hearts of Stone Review,9
PC,Action,SOMA Review,9
PC,Action,Volume Review,8
PC,Action,Victor Vran Review,6
PC,Action,Blues and Bullets: Episode One Review,7
PC,Action,Trove Review,7
PC,Action,Traverser Review,6
PC,Action,The Red Solstice Review,7
PC,Action,Devil May Cry 4: Special Edition Review,6
PC,Action,Dirty Bomb Review,5
PC,Action,Neon Struct Review,6
PC,Action,Sym Review,4
PC,Action,The Incredible Adventures of Van Helsing 3 Review,6
PC,Action,Hatred Review,3
PC,Action,Magicka 2 Review,7
PC,Action,Wolfenstein: The Old Blood Review,7
PC,Action,Action Henk Review,7
PC,Action,Magicka: Wizard Wars Review,6
PC,Action,Windward Review,3
PC,Action,The Witcher 3: Wild Hunt Review,10
PC,Action,Toren Review,5
PC,Action,Inside My Radio Review,7
PC,Action,Verdun Review,6
PC,Action,JumpJet Rex Review,5
PC,Action,The Weaponographist Review,7
PC,Action,Tower of Guns Review,8
PC,Action,Halo: Spartan Strike Review,7
PC,Action,Harold Review,7
PC,Action,VoidExpanse Review,4
PC,Action,"Slow Down, Bull Review",6
PC,Action,Titan Souls Review,7
PC,Action,Dark Souls II: Scholar of the First Sin Review,9
PC,Action,Sunless Sea Review,6
PC,Action,Dragon Age: Inquisition - Jaws of Hakkon Review,7
PC,Action,Borderlands: The Pre-Sequel - Claptastic Voyage Review,6
PC,Action,Woolfe - The Red Hood Diaries Review,4
PC,Action,Trash TV Review,6
PC,Action,Hotline Miami 2: Wrong Number Review,9
PC,Action,Lords of the Fallen - Ancient Labyrinth Review,3
PC,Action,Oblitus Review,8
PC,Action,Republique Review,8
PC,Action,Aaru's Awakening Review,4
PC,Action,Grow Home Review,8
PC,Action,The Escapists Review,8
PC,Action,Raven's Cry Review,1
PC,Action,Evolve Review,8
PC,Action,Apotheon Review,8
PC,Action,Nosgoth Review,6
PC,Action,"Life is Strange, Episode One Review",7
PC,Action,Gravity Ghost Review,8
PC,Action,Lost Constellation Review,8
PC,Action,World of Warcraft: Warlords of Draenor Review,8
PC,Action,Shadows: Heretic Kingdoms Review,7
PC,Action,The Binding of Isaac: Rebirth Review,8
PC,Action,Adventure Time: The Secret of the Nameless Kingdom Review,6
PC,Action,Never Alone Review,4
PC,Action,Escape Dead Island Review,5
PC,Action,A Bird Story Review,8
PC,Action,Grand Theft Auto 5 PS4/Xbox One/PC Review,9
PC,Action,Depth Review,5
PC,Action,Neverending Nightmares Review,7
PC,Action,A City Sleeps Review,5
PC,Action,TRI: Of Friendship and Madness Review,8
PC,Action,Sleeping Dogs: Definitive Edition Review,8
PC,Action,Hack 'n' Slash Review,6
PC,Action,Borderlands: The Pre-Sequel Review,7
PC,Action,Ryse: Son of Rome Review,5
PC,Action,Styx: Master of Shadows Review,5
PC,Action,Five Nights at Freddy's Review,8
PC,Action,Alien: Isolation Review,6
PC,Action,Fenix Rage Review,8
PC,Action,Kraven Manor Review,6
PC,Action,Lichdom: Battlemage Review,6
PC,Action,Minimum Review,6
PC,Action,Dead Rising 3: Apocalypse Edition Review,3
PC,Action,The Walking Dead: Season Two Episode Five – No Going Back Review,7
PC,Action,Firefall Review,5
PC,Action,Mind: Path to Thalamus Review,7
PC,Action,Risen 3: Titan Lords Review,7
PC,Action,Sacred 3 Review,4
PC,Action,Super Comboman Review,3
PC,Action,The Walking Dead: Season Two Episode Four - Amid the Ruins Review,9
PC,Action,MouseCraft Review,6
PC,Action,Infinity Runner Review,5
PC,Action,Spoiler Alert Review,4
PC,Action,Transformers: Rise of the Dark Spark Review,4
PC,Action,Shovel Knight Review,7
PC,Action,Valiant Hearts: The Great War Review,8
PC,Action,Munin Review,6
PC,Action,Kill the Bad Guy Review,7
PC,Action,Project Temporality Review,4
